@odata.etag,ItemInternalId,Name,Sex,Age,Survived,Pclass,Siblings/Spouses Aboard,Parents/Children Aboard,Fare,male,female,deceased,survived2,1st class,2nd class,3rd class
,4eaff637-acc2-4687-9afe-dcbe5541039a,Master. Viljo Hamalainen,male,0.67,1,2,1,1,14.5,1,0,0,1,0,1,0
,784d29fd-75a3-4467-b3fd-b0f538b7dc56,Master. Washington Dodge,male,4,1,1,0,2,81.8583,1,0,0,1,1,0,0
,35b89cdd-79cc-4b35-b3de-5bdc2c6a3c61,Master. William Frederick Goodwin,male,11,0,3,5,2,46.9,1,0,1,0,0,0,1
,c282ea08-7c81-40c0-b986-7a392d0aac27,Master. William Loch Coutts,male,3,1,3,1,1,15.9,1,0,0,1,0,0,1
,3813983a-aff3-4469-a2ae-a932d4760896,Master. William Rowe Richards,male,3,1,2,1,1,18.75,1,0,0,1,0,1,0
,3dfbb5b0-8586-4ea1-833f-4d1d34ecf0f5,Master. William Thornton II Carter,male,11,1,1,1,2,120,1,0,0,1,1,0,0
,4df75cb7-7acf-4226-a950-4ca7857d6f57,Miss. (Marion Ogden) Meanwell,female,62,0,3,0,0,8.05,0,1,1,0,0,0,1
,289df667-0f14-45bb-af86-84db42ac58ef,Miss. Adele Kiamie Najib,female,15,1,3,0,0,7.225,0,1,0,1,0,0,1
,5dc952ee-ba40-4c5d-b16b-d119c5e23680,Miss. Agda Thorilda Viktoria Lindahl,female,25,0,3,0,0,7.775,0,1,1,0,0,0,1
,454bb8e0-f4a1-4670-adbe-4e01cef14fdb,Miss. Agnes McCoy,female,28,1,3,2,0,23.25,0,1,0,1,0,0,1
,e23a55ac-9463-47ce-87e8-30af22672277,Miss. Albina Bazzani,female,32,1,1,0,0,76.2917,0,1,0,1,1,0,0
,5b6c654c-8eb7-4902-9f31-e7d3d9e08b3d,Miss. Alice Cleaver,female,22,1,1,0,0,151.55,0,1,0,1,1,0,0
,deee0c04-7641-4ffd-a356-b602d9ec3015,Miss. Alice Elizabeth Fortune,female,24,1,1,3,2,263,0,1,0,1,1,0,0
,cc102caa-8f24-4edd-b0c5-13866ba33d0b,Miss. Alice Herman,female,24,1,2,1,2,65,0,1,0,1,0,1,0
,2a757723-bc00-40e9-957e-5c7473caf1b9,Miss. Alice Phoebe Harknett,female,21,0,3,0,0,7.55,0,1,1,0,0,0,1
,62894534-cee0-464a-a527-5c0afdeeccfa,Miss. Aloisia Haas,female,24,0,3,0,0,8.85,0,1,1,0,0,0,1
,149535d6-7de1-4692-b8d3-ba4be3f2ad3d,Miss. Amelia Bissette,female,35,1,1,0,0,135.6333,0,1,0,1,1,0,0
,af13b623-c9aa-42bc-a483-e2ccec529aaa,Miss. Amelia Brown,female,24,1,2,0,0,13,0,1,0,1,0,1,0
,932105c2-eeb8-4aa9-a75b-35b631458f0b,Miss. Amelie Icard,female,38,1,1,0,0,80,0,1,0,1,1,0,0
,b397414a-113c-4345-9030-735fad6f0f61,Miss. Amy Zillah Elsie Stanley,female,23,1,3,0,0,7.55,0,1,0,1,0,0,1
,a1d02676-a59e-41cc-b002-421568baee59,Miss. Ann Elizabeth Isham,female,50,0,1,0,0,28.7125,0,1,1,0,1,0,0
,4bb78ba5-303b-414d-88a4-be7dcbf15906,Miss. Anna Katherine Kelly,female,20,1,3,0,0,7.75,0,1,0,1,0,0,1
,d7ccbd54-72e1-4ec5-bc74-996ce159b776,Miss. Anna Kristine Salkjelsvik,female,21,1,3,0,0,7.65,0,1,0,1,0,0,1
,4033dba1-d9c9-4b81-a521-cb0eff1d7b4c,Miss. Anna McGowan,female,15,1,3,0,0,8.0292,0,1,0,1,0,0,1
,b6b81d4b-49b3-40bf-8c14-5f8a2736243d,Miss. Anna Peter,female,2,1,3,1,1,22.3583,0,1,0,1,0,0,1
,29e205e4-67db-4ab6-a006-868cd37fe184,Miss. Anna Sinkkonen,female,30,1,2,0,0,13,0,1,0,1,0,1,0
,19d95a0f-903c-4934-a8b7-c9de599ff2e0,Miss. Anna Sofia Nysten,female,22,1,3,0,0,7.75,0,1,0,1,0,0,1
,ca457eb5-4f99-4b1c-8013-5bec7bd823c7,Miss. Anna Sofia Sjoblom,female,18,1,3,0,0,7.4958,0,1,0,1,0,0,1
,cf718341-b060-4c7e-ad4f-c03f8512f8f9,Miss. Anna Sofia Turja,female,18,1,3,0,0,9.8417,0,1,0,1,0,0,1
,b9e5bcb9-8dfc-4885-984e-80f37577035c,Miss. Anna Ward,female,35,1,1,0,0,512.3292,0,1,0,1,1,0,0
,20139b30-0b26-4808-8f24-94de6d054c68,Miss. Anne Perreault,female,30,1,1,0,0,93.5,0,1,0,1,1,0,0
,180ba9b6-446a-4823-90cd-7027d750e002,Miss. Annie Clemmer Funk,female,38,0,2,0,0,13,0,1,1,0,0,1,0
,d81f1e15-41e2-45fe-b9b7-880608df62d1,Miss. Annie Jermyn,female,22,1,3,0,0,7.75,0,1,0,1,0,0,1
,ef8582ec-5179-483a-a48a-594b2086aaba,Miss. Annie Jessie Harper,female,6,1,2,0,1,33,0,1,0,1,0,1,0
,269e100d-cac6-476c-ba51-0156ac6d4686,Miss. Asuncion Duran y More,female,27,1,2,1,0,13.8583,0,1,0,1,0,1,0
,cfe8df76-6317-43d4-b5a6-47b71476490b,Miss. Augusta Charlotta Lindblom,female,45,0,3,0,0,7.75,0,1,1,0,0,0,1
,8f15e989-a9b7-438c-92f3-24567f433e1b,Miss. Augusta Maria Vander Planke,female,18,0,3,2,0,18,0,1,1,0,0,0,1
,84a4cced-db90-4c13-8580-931201004b0a,Miss. Augusta Serepeca,female,30,1,1,0,0,31,0,1,0,1,1,0,0
,864446ca-c295-4b99-8141-82bf912d9af9,Miss. Aurora Adelia Landergren,female,22,1,3,0,0,7.25,0,1,0,1,0,0,1
,b59cec2e-9340-4375-8919-766c59ff54f4,Miss. Banoura Ayoub,female,13,1,3,0,0,7.2292,0,1,0,1,0,0,1
,3051d188-e625-454d-bb34-99bb7a929d82,Miss. Bertha Ilett,female,17,1,2,0,0,10.5,0,1,0,1,0,1,0
,f8873573-e2d0-456e-baaa-c4e314d622e7,Miss. Bertha LeRoy,female,30,1,1,0,0,106.425,0,1,0,1,1,0,0
,6bdae307-77e6-428b-8ead-fc3dd6c2c355,Miss. Bertha Lehmann,female,17,1,2,0,0,12,0,1,0,1,0,1,0
,f9dfb428-08a6-48e0-968a-ce6c557bc361,Miss. Bertha Moran,female,28,1,3,1,0,24.15,0,1,0,1,0,0,1
,e2fa9942-d4bf-40bd-ba65-7921a08d8c4b,Miss. Bridget Mary O'Sullivan,female,21,0,3,0,0,7.6292,0,1,1,0,0,0,1
,4877b0fc-2473-4aac-bb5b-45385063338c,Miss. Bridget O'Driscoll,female,27,1,3,0,0,7.75,0,1,0,1,0,0,1
,9aedcb4e-6622-4ffe-b724-a1b896170b06,Miss. Brigdet Delia McDermott,female,31,1,3,0,0,7.7875,0,1,0,1,0,0,1
,ead9486f-7fca-49c2-aead-fdf1b4a29d60,Miss. Carla Christine Nielsine Andersen-Jensen,female,19,1,3,1,0,7.8542,0,1,0,1,0,0,1
,1df6026a-c260-4e4c-beca-2a6d641f1d38,Miss. Caroline Louise Endres,female,38,1,1,0,0,227.525,0,1,0,1,1,0,0
,a67cccdf-a384-4b39-8dac-8a7f3fe23817,Miss. Catharina Van Impe,female,10,0,3,0,2,24.15,0,1,1,0,0,0,1
,7aed7990-b156-4f2a-acc0-3a0d3191b49c,Miss. Catherine Helen Johnston,female,7,0,3,1,2,23.45,0,1,1,0,0,0,1
,77784915-7d11-4933-b2c3-656e09cc261d,Miss. Clear Annie Cameron,female,35,1,2,0,0,21,0,1,0,1,0,1,0
,e617e305-0c15-4218-b78f-9ea27406879c,Miss. Constance Gladys Sage,female,8,0,3,8,2,69.55,0,1,1,0,0,0,1
,d6173bd2-aee0-4038-9840-e0e9cf0da84a,Miss. Constance Mirium West,female,5,1,2,1,2,27.75,0,1,0,1,0,1,0
,af1072b8-bba2-49a4-8b84-d1b2ca7a6881,Miss. Daisy E Minahan,female,33,1,1,1,0,90,0,1,0,1,1,0,0
,aa95751c-8fa9-4bf0-a8e6-1037de9d7aa4,Miss. Delia Henry,female,21,0,3,0,0,7.75,0,1,1,0,0,0,1
,438a1663-5d1f-4df4-b7ae-1ac29cfb84a4,Miss. Doolina Margaret Ford,female,21,0,3,2,2,34.375,0,1,1,0,0,0,1
,9b9e50f1-1f81-4cbe-9489-83be4f2d2181,Miss. Dorothy Edith Sage,female,14,0,3,8,2,69.55,0,1,1,0,0,0,1
,3320aec9-790e-4982-952d-813c0d3ef1b9,Miss. Ebba Iris Alfrida Andersson,female,6,0,3,4,2,31.275,0,1,1,0,0,0,1
,bf3daa0e-1063-4fc9-bcdc-68a49d994eea,Miss. Edwina Celia Troutt,female,27,1,2,0,0,10.5,0,1,0,1,0,1,0
,6581b0d2-7098-4a6d-a063-81ca656e9582,Miss. Eleanor Ileen Johnson,female,1,1,3,1,1,11.1333,0,1,0,1,0,0,1
,6131a71a-77ab-45b5-901b-43c422187fdc,Miss. Eliina Honkanen,female,27,1,3,0,0,7.925,0,1,0,1,0,0,1
,f0ee4d2e-26b1-45bc-8a54-a5f194348eaf,Miss. Elina Olsson,female,31,0,3,0,0,7.8542,0,1,1,0,0,0,1
,ca3e5d7e-c176-4666-8e79-de139014df9b,Miss. Elisabeth Walton Allen,female,29,1,1,0,0,211.3375,0,1,0,1,1,0,0
,a42a93be-04d9-4ef0-8f2c-16391755ba2b,Miss. Elise Lurette,female,58,1,1,0,0,146.5208,0,1,0,1,1,0,0
,d45b2ed6-beff-49e8-955c-adda8d9cb26e,Miss. Elizabeth Bonnell,female,58,1,1,0,0,26.55,0,1,0,1,1,0,0
,33c13614-71f2-4280-b43f-7c1702400581,Miss. Elizabeth Dowdell,female,30,1,3,0,0,12.475,0,1,0,1,0,0,1
,fe600caa-d159-4bab-9abc-b3206e5d8d1c,Miss. Elizabeth Margaret Burns,female,41,1,1,0,0,134.5,0,1,0,1,1,0,0
,7d132195-817d-41b5-9abd-528549db10c6,Miss. Elizabeth Mussey Eustis,female,54,1,1,1,0,78.2667,0,1,0,1,1,0,0
,20f44629-7102-4f94-90f6-fc29288393c1,Miss. Elizabeth W Shutes,female,40,1,1,0,0,153.4625,0,1,0,1,1,0,0
,8c9c5451-1db2-42e1-a9c6-33f40bf16c4b,Miss. Ellen Barber,female,26,1,1,0,0,78.85,0,1,0,1,1,0,0
,30d2fa8f-bf46-421b-8801-1dc7112d921e,Miss. Ellen Natalia Pettersson,female,18,0,3,0,0,7.775,0,1,1,0,0,0,1
,6a4f5ea3-8cff-44f5-b0ee-f414a580153c,Miss. Ellen O'Dwyer,female,24,1,3,0,0,7.8792,0,1,0,1,0,0,1
,e3198f7e-95bf-42f2-9355-77e451700f03,Miss. Ellen Toomey,female,50,1,2,0,0,10.5,0,1,0,1,0,1,0
,222bb79a-dc5c-433c-8230-3f38d5006ee1,Miss. Ellis Anna Maria Andersson,female,2,0,3,4,2,31.275,0,1,1,0,0,0,1
,534c27c4-2c37-42df-a433-b9547b79dacb,Miss. Elsie Doling,female,18,1,2,0,1,23,0,1,0,1,0,1,0
,6b34a730-4fb7-47b7-aed7-297fcafcf719,Miss. Elsie Edith Bowerman,female,22,1,1,0,1,55,0,1,0,1,1,0,0
,54e91d46-1e82-4d40-9965-45ac433222f0,Miss. Emily Borie Ryerson,female,18,1,1,2,2,262.375,0,1,0,1,1,0,0
,ce0db739-490a-43a5-b6ae-8049b90af7b5,Miss. Emily Rugg,female,21,1,2,0,0,10.5,0,1,0,1,0,1,0
,c41af1fa-f0fc-44b8-8654-945f4c8260e2,Miss. Erna Alexandra Andersson,female,17,1,3,4,2,7.925,0,1,0,1,0,0,1
,511ab5df-b2fa-49ee-bcaf-2d7c2d35dba9,Miss. Ethel Garside,female,34,1,2,0,0,13,0,1,0,1,0,1,0
,e058dfe5-6998-4525-bb76-d05702d31cdb,Miss. Eugenie Baclini,female,0.75,1,3,2,1,19.2583,0,1,0,1,0,0,1
,9fc2465b-d8ed-41fc-8b25-6b4895a35766,Miss. Eva Miriam Hart,female,7,1,2,0,2,26.25,0,1,0,1,0,1,0
,e9e56111-a1cc-4a37-9d4a-fdb7047c6940,Miss. Georgette Alexandra Madill,female,15,1,1,0,1,211.3375,0,1,0,1,1,0,0
,b8e663be-1635-4ace-9f7b-ed038d2c5b7b,Miss. Gerda Ulrika Dahlberg,female,22,0,3,0,0,10.5167,0,1,1,0,0,0,1
,ce3e2e9b-98b8-4c91-8db3-df3c8c4af2be,Miss. Gladys Cherry,female,30,1,1,0,0,86.5,0,1,0,1,1,0,0
,9bb46083-fd34-4f6a-ad76-4c99dc303d9d,Miss. Gretchen Fiske Longley,female,21,1,1,0,0,77.9583,0,1,0,1,1,0,0
,62a2317b-a55f-44a4-b1e5-a12e152b3a81,Miss. Hanora Healy,female,33,1,3,0,0,7.75,0,1,0,1,0,0,1
,8d9cedd8-5bb6-46a3-9285-23141d4cb536,Miss. Hanora Hegarty,female,18,0,3,0,0,6.75,0,1,1,0,0,0,1
,20ba0d99-bf51-4b82-8f9d-806a3e17d58d,Miss. Hanora O'Leary,female,16,1,3,0,0,7.8292,0,1,0,1,0,0,1
,6fbe6df2-0727-49f5-abb8-cbc5c5a59c47,Miss. Harriet R Crosby,female,36,1,1,0,2,71,0,1,0,1,1,0,0
,9657bcd3-bbc0-49e7-af12-d3c904a3990c,Miss. Hedwig Margaritha Frolicher,female,22,1,1,0,2,49.5,0,1,0,1,1,0,0
,2ba24238-3ee3-4b73-bb85-e5a301088a2b,Miss. Helen Carr,female,16,1,3,0,0,7.75,0,1,0,1,0,0,1
,78c6be57-464b-4b99-90b0-5c006a8635be,Miss. Helen Loraine Allison,female,2,0,1,1,2,151.55,0,1,1,0,1,0,0
,a73d2387-92e8-4043-ba4c-69dedac577ad,Miss. Helen Mary Mockler,female,23,1,3,0,0,7.8792,0,1,0,1,0,0,1
,d24df3ca-92fd-4282-822c-c7f43d2d14aa,Miss. Helen Monypeny Newsom,female,19,1,1,0,2,26.2833,0,1,0,1,1,0,0
,15ae3087-e5ec-4aad-80da-c895f906da63,Miss. Helene Barbara Baclini,female,0.75,1,3,2,1,19.2583,0,1,0,1,0,0,1
,f981f083-a35d-42b5-9361-914e598624db,Miss. Helmina Josefina Nilsson,female,26,1,3,0,0,7.8542,0,1,0,1,0,0,1
,7ece54e1-a36d-4242-be7a-55aa5ed5d5f0,Miss. Henriette Yrois,female,24,0,2,0,0,13,0,1,1,0,0,1,0
,585d0f54-047f-4942-ba48-d38919cbb7e6,Miss. Hilda Mary Slayter,female,30,1,2,0,0,12.35,0,1,0,1,0,1,0
,b60b5d10-6bbe-4958-a783-964d8fb7456a,Miss. Hildur E Hirvonen,female,2,1,3,0,1,12.2875,0,1,0,1,0,0,1
,f61ce63e-064d-4336-860f-a8d25a059036,Miss. Hileni Zabour,female,14.5,0,3,1,0,14.4542,0,1,1,0,0,0,1
,3485c99b-dcde-475e-bc1f-71adf02ff29d,Miss. Hulda Amanda Adolfina Vestrom,female,14,0,3,0,0,7.8542,0,1,1,0,0,0,1
,bbac621a-19f0-448e-aacc-0b7b0edbbea8,Miss. Ida Lefebre,female,3,0,3,3,1,25.4667,0,1,1,0,0,0,1
,743dcc33-4350-4448-9a5b-df3ffca81de3,Miss. Ida Sofia Strandberg,female,22,0,3,0,0,9.8375,0,1,1,0,0,0,1
,a7c8b00a-2533-427f-9d6c-de86666eca3f,Miss. Ingeborg Constanzia Andersson,female,9,0,3,4,2,31.275,0,1,1,0,0,0,1
,ad23e91b-35a0-4517-8908-a6b3dc817219,Miss. Jamila Nicola-Yarred,female,14,1,3,1,0,11.2417,0,1,0,1,0,0,1
,64645240-f06d-4f95-a1d2-0ef5e01e9861,Miss. Jean Gertrude Hippach,female,16,1,1,0,1,57.9792,0,1,0,1,1,0,0
,687536c6-f4fc-44df-b81e-fc73ea8c2215,Miss. Jeannie Lefebre,female,8,0,3,3,1,25.4667,0,1,1,0,0,0,1
,86788428-39ee-4746-8fbd-6e68807dbf5a,Miss. Jessie Wills Leitch,female,31,1,2,0,0,33,0,1,0,1,0,1,0
,898d2901-e9a4-4ef9-b762-2b4855195ce7,Miss. Joan Wells,female,4,1,2,1,1,23,0,1,0,1,0,1,0
,4744d8c9-9094-4afb-99eb-402410a79c6c,Miss. Julie Rachel Christy,female,25,1,2,1,1,30,0,1,0,1,0,1,0
,ae761b87-9238-43ee-8d89-7f2681fbb8a3,Miss. Kate Buss,female,36,1,2,0,0,13,0,1,0,1,0,1,0
,958b3d27-5076-4b75-8866-51e2cfe526af,Miss. Kate Connolly,female,22,1,3,0,0,7.75,0,1,0,1,0,0,1
,bf31ed8a-93dc-46a1-8e69-c9305093217f,Miss. Kate Florence Phillips,female,19,1,2,0,0,26,0,1,0,1,0,1,0
,e5a183be-1e55-4a32-835b-2c7238e0a679,Miss. Katherine Gilnagh,female,16,1,3,0,0,7.7333,0,1,0,1,0,0,1
,24adccbe-8299-4db8-a6b9-4ff5cc439583,Miss. Katherine Mullens,female,19,1,3,0,0,7.7333,0,1,0,1,0,0,1
,be76eb84-4491-4b3f-8a5c-4ec428c2cc78,Miss. Katherine Murphy,female,18,1,3,1,0,15.5,0,1,0,1,0,0,1
,3827ec9b-404e-4d25-b964-e32b239eb8f2,Miss. Katie Peters,female,28,0,3,0,0,8.1375,0,1,1,0,0,0,1
,3b4edcdd-e807-425c-b05d-e5a0bd7cc705,Miss. Katriina Jussila,female,20,0,3,1,0,9.825,0,1,1,0,0,0,1
,cbc90213-67ff-4a11-854b-f2d06a267031,Miss. Kornelia Theodosia Andrews,female,63,1,1,1,0,77.9583,0,1,0,1,1,0,0
,77b2585a-77ca-4824-9884-be4a5d90e3bc,Miss. Kristina Sofia Laitinen,female,37,0,3,0,0,9.5875,0,1,1,0,0,0,1
,eea08e4f-83b0-4136-982f-93c407a43654,Miss. Laina Heikkinen,female,26,1,3,0,0,7.925,0,1,0,1,0,0,1
,7c61c0bb-b6fb-4832-a27a-043b03744269,Miss. Laura Mabel Francatelli,female,30,1,1,0,0,56.9292,0,1,0,1,1,0,0
,c9e5bfb5-27d1-46c5-8258-0be13847c863,Miss. Lillian Amy Goodwin,female,16,0,3,5,2,46.9,0,1,1,0,0,0,1
,54c1aaa6-e756-42fe-970a-58419dbe88f0,Miss. Lillian Gertrud Asplund,female,5,1,3,4,2,31.3875,0,1,0,1,0,0,1
,00529875-389a-4c3a-836e-07adb9d1a291,Miss. Lucile Polk Carter,female,14,1,1,1,2,120,0,1,0,1,1,0,0
,f9bda4c5-a655-40cb-97ad-fdcf94601610,Miss. Lucy Ridsdale,female,50,1,2,0,0,10.5,0,1,0,1,0,1,0
,e7f95c21-3f3a-44f4-9424-c2101111c943,Miss. Luise Gretchen Kink-Heilmann,female,4,1,3,0,2,22.025,0,1,0,1,0,0,1
,d50afb1d-5d9b-48bd-9917-0f9f3b01141c,Miss. Lyyli Karoliina Silven,female,18,1,2,0,2,13,0,1,0,1,0,1,0
,f9843393-f2a1-4845-b411-17fdf8416f2a,Miss. Mabel Helen Fortune,female,23,1,1,3,2,263,0,1,0,1,1,0,0
,2306b077-a0e4-4dda-b542-8f84e9b3e6a5,Miss. Mabel Skoog,female,9,0,3,3,2,27.9,0,1,1,0,0,0,1
,2a41eb08-b385-4b8e-b0e6-2d801fd93cbc,Miss. Madeleine Newell,female,31,1,1,1,0,113.275,0,1,0,1,1,0,0
,9b29d2ad-1c58-4342-b7ed-b77d4512abe2,Miss. Madeleine Violet Mellinger,female,13,1,2,0,1,19.5,0,1,0,1,0,1,0
,52ef8d49-35bf-4edb-af04-90ab0d2a954a,Miss. Malake Attalah,female,17,0,3,0,0,14.4583,0,1,1,0,0,0,1
,bd1374fc-1883-49cf-941e-2194321467b3,Miss. Manca Karun,female,4,1,3,0,1,13.4167,0,1,0,1,0,0,1
,1d68f0e0-babd-43d5-b164-5255256c7e2c,Miss. Margaret Bechstein Hays,female,24,1,1,0,0,83.1583,0,1,0,1,1,0,0
,6d802013-53a6-4749-9fe7-a5261f05a0a9,Miss. Margaret Delia Devaney,female,19,1,3,0,0,7.8792,0,1,0,1,0,0,1
,b649ce4e-38f8-4c1e-ad4f-ee25035d6f73,Miss. Margaret Edith Graham,female,19,1,1,0,0,30,0,1,0,1,1,0,0
